BEST MATCH CPE MATCH , PRODUCT NAME WEIGHT , VERSION WEIGHT, LEAF DISTANCE , SUB LEAF DISTANCE,NMAP MATCH,BANNER, BANNER HASH,CPE HASH,SIM
cpe:/a:skalinks:exchange_script:1.5,76.5001608257,1000,9999999,9999999,cpe:/o:huawei:dopra_linux/," ssh-1.99-dopra-1.5
\x00\x00\x01\x1c\x05\x14\x80k\x833<\x0b\x03\x89awt\xd9w\x14\xa0\x89\x00\x00\x00=diffie-hellman-group-exchange-sha1,diffie-hellman-group1-sha1\x00\x00\x00\x07ssh-rsa\x00\x00\x00\x1baes128-cbc,3des-cbc,des-cbc\x00\x00\x00\x1baes128-cbc,3des-cbc,des-cbc\x00\x00\x00+hmac-sha1,hmac-sha1-96,hmac-md5,hmac-md5-96\x00\x00\x00+hmac-sha1,hmac-sha1-96,hmac-md5,hmac-md5-96\x00\x00\x00\x04none\x00\x00\x00\x04none\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00",3:cU:cU,3:4P2A6WAIsKDKk:4P2JIsC,0
cpe:/a:openbsd:openssh:5.3:p1,95.9998917462,1000,9999999,3,cpe:/a:openbsd:openssh:5.3p1/%20cpe:/o:canonical:ubuntu_linux/%20cpe:/o:linux:linux_kernel/cpe:/a:openbsd:openssh:5.3p1/%20cpe:/o:debian:debian_linux/%20cpe:/o:linux:linux_kernel/a," ssh-2.0-openssh_5.3p1 debian-3ubuntu5
\x00\x00\x03\x0c
\x14p\x83[\xd1\xb4\xc5\xa0%|3w\xac\xbe
#	\x00\x00\x00~diffie-hellman-group-exchange-sha256,diffie-hellman-group-exchange-sha1,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1\x00\x00\x00\x0fssh-rsa,ssh-dss\x00\x00\x00\x9daes128-ctr,aes192-ctr,aes256-ctr,arcfour256,arcfour128,aes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,aes192-cbc,aes256-cbc,arcfour,rijndael-cbc@lysator.liu.se\x00\x00\x00\x9daes128-ctr,aes192-ctr,aes256-ctr,arcfour256,arcfour128,aes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,aes192-cbc,aes256-cbc,arcfour,rijndael-cbc@lysator.liu.se\x00\x00\x00ihmac-md5,hmac-sha1,umac-64@openssh.com,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00ihmac-md5,hmac-sha1,umac-64@openssh.com,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00\x15none,zlib@openssh.com\x00\x00\x00\x15none,zlib@openssh.com\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00",3:9:9,3:aKJ+:aKw,0
cpe:/a:openbsd:openssh:5.3:p1,95.9998917462,1000,9999999,9999999,cpe:/a:openbsd:openssh:5.3/," ssh-2.0-openssh_5.3
",3:9:9,3:aKJ+:aKw,0
cpe:/a:openbsd:openssh:4.3,95.9998917462,1000,9999999,9999999,cpe:/a:openbsd:openssh:4.3/," ssh-2.0-openssh_4.3
\x00\x00\x02\xbc\x07\x14\xca[z\xb0\x81\x84\x03\xf4n\xebg\x80\#l\xaf\x00\x00\x00ydiffie-hellman-group-exchange-sha1,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1\x00\x00\x00\x0fssh-rsa,ssh-dss\x00\x00\x00\x9daes128-ctr,aes192-ctr,aes256-ctr,arcfour256,arcfour128,aes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,aes192-cbc,aes256-cbc,arcfour,rijndael-cbc@lysator.liu.se\x00\x00\x00\x9daes128-ctr,aes192-ctr,aes256-ctr,arcfour256,arcfour128,aes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,aes192-cbc,aes256-cbc,arcfour,rijndael-cbc@lysator.liu.se\x00\x00\x00uhmac-md5,hmac-sha1,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00uhmac-md5,hmac-sha1,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00\x15none,zlib@openssh.com\x00\x00\x00\x15none,zlib@openssh.com\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00",3:9:9,3:aK1kKk:aK1W,0
cpe:/a:openbsd:openssh:4.4,95.9998917462,1000,9999999,9999999,cpe:/a:openbsd:openssh:4.4/," ssh-2.0-openssh_4.4
\x00\x00\x02\x9c
\x14|\xb7\xbe\xa1*\xb5/\xb7~)`\x15\xb4n\xc1w\x00\x00\x006diffie-hellman-group14-sha1,diffie-hellman-group1-sha1\x00\x00\x00\x0fssh-rsa,ssh-dss\x00\x00\x00\x9daes128-ctr,aes192-ctr,aes256-ctr,arcfour256,arcfour128,aes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,aes192-cbc,aes256-cbc,arcfour,rijndael-cbc@lysator.liu.se\x00\x00\x00\x9daes128-ctr,aes192-ctr,aes256-ctr,arcfour256,arcfour128,aes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,aes192-cbc,aes256-cbc,arcfour,rijndael-cbc@lysator.liu.se\x00\x00\x00uhmac-md5,hmac-sha1,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00uhmac-md5,hmac-sha1,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00\x15none,zlib@openssh.com\x00\x00\x00\x15none,zlib@openssh.com\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00",3:9:9,3:aK6Pk:aKV,0
cpe:/a:openbsd:openssh:4.3,95.9998917462,1000,9999999,9999999,cpe:/a:openbsd:openssh:4.3/," ssh-2.0-openssh_4.3
\x00\x00\x02\xbc\x07\x14\x91~\xae?\xe3\x10\xb1\xbd\xdb[\xc6\x04\x19\x86+2\x00\x00\x00ydiffie-hellman-group-exchange-sha1,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1\x00\x00\x00\x0fssh-rsa,ssh-dss\x00\x00\x00\x9daes128-ctr,aes192-ctr,aes256-ctr,arcfour256,arcfour128,aes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,aes192-cbc,aes256-cbc,arcfour,rijndael-cbc@lysator.liu.se\x00\x00\x00\x9daes128-ctr,aes192-ctr,aes256-ctr,arcfour256,arcfour128,aes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,aes192-cbc,aes256-cbc,arcfour,rijndael-cbc@lysator.liu.se\x00\x00\x00uhmac-md5,hmac-sha1,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00uhmac-md5,hmac-sha1,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00\x15none,zlib@openssh.com\x00\x00\x00\x15none,zlib@openssh.com\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00",3:9:9,3:aK1kKk:aK1W,0
cpe:/a:matt_johnston:dropbear_ssh_server:0.52,91.3008996955,1000,9999999,9999999,cpe:/a:matt_johnston:dropbear_ssh_server:0.52/%20cpe:/o:linux:linux_kernel/a," ssh-2.0-dropbear_0.52
\x00\x00\x01\x9c\x06\x14\xe9~\xa4\xd2=b\xa4\x81\xdf\xbe\x0b\xf9\xa0\xe1\xee$\x00\x00\x00\x1adiffie-hellman-group1-sha1\x00\x00\x00\x0fssh-rsa,ssh-dss\x00\x00\x00taes128-ctr,3des-ctr,aes256-ctr,aes128-cbc,3des-cbc,aes256-cbc,twofish256-cbc,twofish-cbc,twofish128-cbc,blowfish-cbc\x00\x00\x00taes128-ctr,3des-ctr,aes256-ctr,aes128-cbc,3des-cbc,aes256-cbc,twofish256-cbc,twofish-cbc,twofish128-cbc,blowfish-cbc\x00\x00\x00\x1fhmac-sha1-96,hmac-sha1,hmac-md5\x00\x00\x00\x1fhmac-sha1-96,hmac-sha1,hmac-md5\x00\x00\x00\x04none\x00\x00\x00\x04none\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x9du\xae\x0f-\xb3",3:9:9,3:cH9Wo8X1Lxk:cdWxFC,0
cpe:/a:openbsd:openssh:5.2:p1,95.9998917462,1000,9999999,173,cpe:/a:openbsd:openssh:5.2/," ssh-2.0-openssh_5.2
\x00\x00\x03\x0c
\x14[^\xfc\x8c\xf1+\xb35
!\x18\x8c\xfa\xef^\xe4\x00\x00\x00~diffie-hellman-group-exchange-sha256,diffie-hellman-group-exchange-sha1,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1\x00\x00\x00\x0fssh-rsa,ssh-dss\x00\x00\x00\x9daes128-ctr,aes192-ctr,aes256-ctr,arcfour256,arcfour128,aes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,aes192-cbc,aes256-cbc,arcfour,rijndael-cbc@lysator.liu.se\x00\x00\x00\x9daes128-ctr,aes192-ctr,aes256-ctr,arcfour256,arcfour128,aes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,aes192-cbc,aes256-cbc,arcfour,rijndael-cbc@lysator.liu.se\x00\x00\x00ihmac-md5,hmac-sha1,umac-64@openssh.com,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00ihmac-md5,hmac-sha1,umac-64@openssh.com,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00\x15none,zlib@openssh.com\x00\x00\x00\x15none,zlib@openssh.com\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00",3:N:N,3:aKIVU:aKI+,0
cpe:/a:openbsd:openssh:2.9.9,95.9998917462,1000,9999999,9999999,cpe:/a:openbsd:openssh:2.3.0/cpe:/a:openbsd:openssh:2.3.0_mikrotik_v2.9/," ssh-1.99-openssh_2.3.0_mikrotik_v2.9
\x00\x00\x02$	\x14\x94\xcck\xb7c]
\xe6wz&#38;\x0bt\x14\x85\xdc\x00\x00\x00=diffie-hellman-group-exchange-sha1,diffie-hellman-group1-sha1\x00\x00\x00\x07ssh-dss\x00\x00\x00\x963des-cbc,blowfish-cbc,cast128-cbc,arcfour,aes128-cbc,aes192-cbc,aes256-cbc,rijndael128-cbc,rijndael192-cbc,rijndael256-cbc,rijndael-cbc@lysator.liu.se\x00\x00\x00\x963des-cbc,blowfish-cbc,cast128-cbc,arcfour,aes128-cbc,aes192-cbc,aes256-cbc,rijndael128-cbc,rijndael192-cbc,rijndael256-cbc,rijndael-cbc@lysator.liu.se\x00\x00\x00-hmac-sha1,hmac-md5,hmac-ripemd160@openssh.com\x00\x00\x00-hmac-sha1,hmac-md5,hmac-ripemd160@openssh.com\x00\x00\x00	none,zlib\x00\x00\x00	none,zlib\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00",3:cU:cU,3:aKDek:aKd,0
cpe:/a:openbsd:openssh:4.3,95.9998917462,1000,9999999,9999999,cpe:/a:openbsd:openssh:4.3/," ssh-2.0-openssh_4.3
\x00\x00\x02\xbc\x07\x14\xe2\x01\xac\xe5\xe2\x8cm\xb1\xa9\xd4\xfaw/\xcbz\xe1\x00\x00\x00ydiffie-hellman-group-exchange-sha1,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1\x00\x00\x00\x0fssh-rsa,ssh-dss\x00\x00\x00\x9daes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,arcfour128,arcfour256,arcfour,aes192-cbc,aes256-cbc,rijndael-cbc@lysator.liu.se,aes128-ctr,aes192-ctr,aes256-ctr\x00\x00\x00\x9daes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,arcfour128,arcfour256,arcfour,aes192-cbc,aes256-cbc,rijndael-cbc@lysator.liu.se,aes128-ctr,aes192-ctr,aes256-ctr\x00\x00\x00uhmac-md5,hmac-sha1,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00uhmac-md5,hmac-sha1,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00\x15none,zlib@openssh.com\x00\x00\x00\x15none,zlib@openssh.com\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00",3:9:9,3:aK1kKk:aK1W,0
cpe:/a:openbsd:openssh:4.3,95.9998917462,1000,9999999,9999999,cpe:/a:openbsd:openssh:4.3/," ssh-2.0-openssh_4.3
\x00\x00\x02\xbc\x07\x14a\xc2\xa2\x81\x87\x9e\x05\xb2u\x11^zl\xee\xe3\x18\x00\x00\x00ydiffie-hellman-group-exchange-sha1,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1\x00\x00\x00\x0fssh-rsa,ssh-dss\x00\x00\x00\x9daes128-ctr,aes192-ctr,aes256-ctr,arcfour256,arcfour128,aes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,aes192-cbc,aes256-cbc,arcfour,rijndael-cbc@lysator.liu.se\x00\x00\x00\x9daes128-ctr,aes192-ctr,aes256-ctr,arcfour256,arcfour128,aes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,aes192-cbc,aes256-cbc,arcfour,rijndael-cbc@lysator.liu.se\x00\x00\x00uhmac-md5,hmac-sha1,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00uhmac-md5,hmac-sha1,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00\x15none,zlib@openssh.com\x00\x00\x00\x15none,zlib@openssh.com\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00",3:9:9,3:aK1kKk:aK1W,0
cpe:/a:skalinks:exchange_script:1.5,76.5001608257,1000,9999999,9999999,cpe:/o:huawei:dopra_linux/," ssh-1.99-dopra-1.5
\x00\x00\x01<\x0b\x14k\xc3\xd2\xa2\xf9`6j\xb0\xb7\xc3\x12\xf4\xb7.\xe5\x00\x00\x00=diffie-hellman-group-exchange-sha1,diffie-hellman-group1-sha1\x00\x00\x00\x07ssh-rsa\x00\x00\x00(aes128-cbc,blowfish-cbc,3des-cbc,des-cbc\x00\x00\x00(aes128-cbc,blowfish-cbc,3des-cbc,des-cbc\x00\x00\x00+hmac-sha1,hmac-sha1-96,hmac-md5,hmac-md5-96\x00\x00\x00+hmac-sha1,hmac-sha1-96,hmac-md5,hmac-md5-96\x00\x00\x00\x04none\x00\x00\x00\x04none\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00",3:cU:cU,3:4P2A6WAIsKDKk:4P2JIsC,0
cpe:/a:openbsd:openssh:3.9,95.9998917462,1000,9999999,9999999,cpe:/a:openbsd:openssh:3.9p1/," ssh-2.0-openssh_3.9p1
\x00\x00\x02l\x05\x14\xcam\xe0\x00c\xe4\x8f2,\xf4""\x04\xce++m\x00\x00\x00ydiffie-hellman-group-exchange-sha1,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1\x00\x00\x00\x0fssh-rsa,ssh-dss\x00\x00\x00\x87aes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,arcfour,aes192-cbc,aes256-cbc,rijndael-cbc@lysator.liu.se,aes128-ctr,aes192-ctr,aes256-ctr\x00\x00\x00\x87aes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,arcfour,aes192-cbc,aes256-cbc,rijndael-cbc@lysator.liu.se,aes128-ctr,aes192-ctr,aes256-ctr\x00\x00\x00uhmac-md5,hmac-sha1,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00uhmac-md5,hmac-sha1,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00\x04none\x00\x00\x00\x04none\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00",3:9:9,3:aK4xk:aK4W,0
cpe:/a:matt_johnston:dropbear_ssh_server:0.52,91.3008996955,1000,9999999,9999999,cpe:/a:matt_johnston:dropbear_ssh_server:0.52/%20cpe:/o:linux:linux_kernel/a," ssh-2.0-dropbear_0.52
\x00\x00\x01\x94\x06\x14&#38;\x89\x81\x92\xc2\xed\x19\x06\}\xf6t\xa7\xba*\x82\x00\x00\x00\x1adiffie-hellman-group1-sha1\x00\x00\x00\x07ssh-rsa\x00\x00\x00taes128-ctr,3des-ctr,aes256-ctr,aes128-cbc,3des-cbc,aes256-cbc,twofish256-cbc,twofish-cbc,twofish128-cbc,blowfish-cbc\x00\x00\x00taes128-ctr,3des-ctr,aes256-ctr,aes128-cbc,3des-cbc,aes256-cbc,twofish256-cbc,twofish-cbc,twofish128-cbc,blowfish-cbc\x00\x00\x00\x1fhmac-sha1-96,hmac-sha1,hmac-md5\x00\x00\x00\x1fhmac-sha1-96,hmac-sha1,hmac-md5\x00\x00\x00\x04none\x00\x00\x00\x04none\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00u\xed\x08dp\xc9",3:9:9,3:cH9Wo8X1Lxk:cdWxFC,0
cpe:/a:openbsd:openssh:5.3:p1,95.9998917462,1000,9999999,167,cpe:/a:openbsd:openssh:5.3/," ssh-2.0-openssh_5.3
\x00\x00\x03\x0c
\x14s	\x1cq\x0bfs.\\xbf
\x92\xdcw\xb0\x87\x00\x00\x00~diffie-hellman-group-exchange-sha256,diffie-hellman-group-exchange-sha1,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1\x00\x00\x00\x0fssh-rsa,ssh-dss\x00\x00\x00\x9daes128-ctr,aes192-ctr,aes256-ctr,arcfour256,arcfour128,aes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,aes192-cbc,aes256-cbc,arcfour,rijndael-cbc@lysator.liu.se\x00\x00\x00\x9daes128-ctr,aes192-ctr,aes256-ctr,arcfour256,arcfour128,aes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,aes192-cbc,aes256-cbc,arcfour,rijndael-cbc@lysator.liu.se\x00\x00\x00ihmac-md5,hmac-sha1,umac-64@openssh.com,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00ihmac-md5,hmac-sha1,umac-64@openssh.com,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00\x15none,zlib@openssh.com\x00\x00\x00\x15none,zlib@openssh.com\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00",3:9:9,3:aKJ+:aKw,0
cpe:/a:openbsd:openssh:5.1:p1,95.9998917462,1000,9999999,3,cpe:/a:openbsd:openssh:5.1p1/%20cpe:/o:freebsd:freebsd/a," ssh-2.0-openssh_5.1p1 freebsd-20080901
\x00\x00\x03\x04
\x14?\xbc+\xec0\xc3\x0c\x1c9=\xf3\xe4\x91\x03\xbd\xb5\x00\x00\x00~diffie-hellman-group-exchange-sha256,diffie-hellman-group-exchange-sha1,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1\x00\x00\x00\x07ssh-dss\x00\x00\x00\x9daes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,arcfour128,arcfour256,arcfour,aes192-cbc,aes256-cbc,rijndael-cbc@lysator.liu.se,aes128-ctr,aes192-ctr,aes256-ctr\x00\x00\x00\x9daes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,arcfour128,arcfour256,arcfour,aes192-cbc,aes256-cbc,rijndael-cbc@lysator.liu.se,aes128-ctr,aes192-ctr,aes256-ctr\x00\x00\x00ihmac-md5,hmac-sha1,umac-64@openssh.com,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00ihmac-md5,hmac-sha1,umac-64@openssh.com,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00\x15none,zlib@openssh.com\x00\x00\x00\x15none,zlib@openssh.com\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00",3:9:9,3:aKL+:aKC,0
cpe:/a:openbsd:openssh:5.5:p1,95.9998917462,1000,9999999,3,cpe:/a:openbsd:openssh:5.5p1/%20cpe:/o:debian:debian_linux/%20cpe:/o:linux:linux_kernel/a," ssh-2.0-openssh_5.5p1 debian-6+squeeze2
\x00\x00\x03\x0c
\x14\xadk\x1bp=!\x1b\xe3\xb1\xff\x88\x0b\xda\xb6ip\x00\x00\x00~diffie-hellman-group-exchange-sha256,diffie-hellman-group-exchange-sha1,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1\x00\x00\x00\x0fssh-rsa,ssh-dss\x00\x00\x00\x9daes128-ctr,aes192-ctr,aes256-ctr,arcfour256,arcfour128,aes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,aes192-cbc,aes256-cbc,arcfour,rijndael-cbc@lysator.liu.se\x00\x00\x00\x9daes128-ctr,aes192-ctr,aes256-ctr,arcfour256,arcfour128,aes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,aes192-cbc,aes256-cbc,arcfour,rijndael-cbc@lysator.liu.se\x00\x00\x00ihmac-md5,hmac-sha1,umac-64@openssh.com,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00ihmac-md5,hmac-sha1,umac-64@openssh.com,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00\x15none,zlib@openssh.com\x00\x00\x00\x15none,zlib@openssh.com\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00",3:9:9,3:aKP+:aKm,0
cpe:/a:openbsd:openssh:5.9:p1,95.9998917462,1000,9999999,239,cpe:/a:openbsd:openssh:5.9/," ssh-2.0-openssh_5.9
\x00\x00\x03\xd4	\x14\xce\x91dx\x15\xe7\x12-\x1f6\xb1\x8f\xfb,\x00\x0c\x00\x00\x00\xb7ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group-exchange-sha256,diffie-hellman-group-exchange-sha1,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1\x00\x00\x00#ssh-rsa,ssh-dss,ecdsa-sha2-nistp256\x00\x00\x00\x9daes128-ctr,aes192-ctr,aes256-ctr,arcfour256,arcfour128,aes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,aes192-cbc,aes256-cbc,arcfour,rijndael-cbc@lysator.liu.se\x00\x00\x00\x9daes128-ctr,aes192-ctr,aes256-ctr,arcfour256,arcfour128,aes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,aes192-cbc,aes256-cbc,arcfour,rijndael-cbc@lysator.liu.se\x00\x00\x00\xa7hmac-md5,hmac-sha1,umac-64@openssh.com,hmac-sha2-256,hmac-sha2-256-96,hmac-sha2-512,hmac-sha2-512-96,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00\xa7hmac-md5,hmac-sha1,umac-64@openssh.com,hmac-sha2-256,hmac-sha2-256-96,hmac-sha2-512,hmac-sha2-512-96,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00\x15none,zlib@openssh.com\x00\x00\x00\x15none,zlib@openssh.com\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00",3:9:9,3:aKD+:aKa,0
cpe:/a:openbsd:openssh:5.3:p1,95.9998917462,1000,9999999,188,cpe:/a:openbsd:openssh:5.3/," ssh-2.0-openssh_5.3
\x00\x00\x03\x0c
\x14\xe6\xb9u\xfe\x01\xcf\xc2\x19\xee0\xc8\x81\xc2\xf0\xd2\xde\x00\x00\x00~diffie-hellman-group-exchange-sha256,diffie-hellman-group-exchange-sha1,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1\x00\x00\x00\x0fssh-rsa,ssh-dss\x00\x00\x00\x9daes128-ctr,aes192-ctr,aes256-ctr,arcfour256,arcfour128,aes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,aes192-cbc,aes256-cbc,arcfour,rijndael-cbc@lysator.liu.se\x00\x00\x00\x9daes128-ctr,aes192-ctr,aes256-ctr,arcfour256,arcfour128,aes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,aes192-cbc,aes256-cbc,arcfour,rijndael-cbc@lysator.liu.se\x00\x00\x00ihmac-md5,hmac-sha1,umac-64@openssh.com,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00ihmac-md5,hmac-sha1,umac-64@openssh.com,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00\x15none,zlib@openssh.com\x00\x00\x00\x15none,zlib@openssh.com\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00",3:9:9,3:aKJ+:aKw,0
cpe:/a:openbsd:openssh:5.2:p1,95.9998917462,1000,9999999,194,cpe:/a:openbsd:openssh:5.2/," ssh-2.0-openssh_5.2
\x00\x00\x03\x0c
\x14\xa8\x1d\xdf\xa6\xac\x11\x1c\x81\x1a\x9f\x8f\x11\x19\xc3\x83\xee\x00\x00\x00~diffie-hellman-group-exchange-sha256,diffie-hellman-group-exchange-sha1,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1\x00\x00\x00\x0fssh-rsa,ssh-dss\x00\x00\x00\x9daes128-ctr,aes192-ctr,aes256-ctr,arcfour256,arcfour128,aes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,aes192-cbc,aes256-cbc,arcfour,rijndael-cbc@lysator.liu.se\x00\x00\x00\x9daes128-ctr,aes192-ctr,aes256-ctr,arcfour256,arcfour128,aes128-cbc,3des-cbc,blowfish-cbc,cast128-cbc,aes192-cbc,aes256-cbc,arcfour,rijndael-cbc@lysator.liu.se\x00\x00\x00ihmac-md5,hmac-sha1,umac-64@openssh.com,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00ihmac-md5,hmac-sha1,umac-64@openssh.com,hmac-ripemd160,hmac-ripemd160@openssh.com,hmac-sha1-96,hmac-md5-96\x00\x00\x00\x15none,zlib@openssh.com\x00\x00\x00\x15none,zlib@openssh.com\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00",3:N:N,3:aKIVU:aKI+,0
